https://media.arcisai.io/hdl/DVR/RTSP-VSPL-140749-ULRTA.flv,groundfloor
https://media.arcisai.io/hdl/DVR/RTSP-ATPL-906739-AIPTZ.flv,4thfloorStairs
https://media.arcisai.io/hdl/DVR/RTSP-ATPL-908604-AIPTZ.flv,R&D
https://media.arcisai.io/hdl/DVR/RTSP-VSPL-118545-XBSIX.flv,B1Stairs
https://media.arcisai.io/hdl/DVR/RTSP-ATPL-910172-AIPTZ.flv,Reception
https://media.arcisai.io/hdl/DVR/RTSP-VSPL-146436-STQKO.flv,Canteen
